YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2002,FORD,FOCUS SEDAN #,COMPACT,2.0,4,A4,X,9.1,6.8,8.1,35,186
2021,Porsche,Panamera Turbo S,Full-size,4.0,8,AM8,Z,15.3,11.2,13.5,21,326
2011,INFINITI,EX35 AWD,STATION WAGON - SMALL,3.5,6,AS7,Z,12.4,8.5,10.6,27,244
2005,BUICK,RENDEZVOUS AWD,SUV,3.4,6,A4,X,12.7,8.7,10.9,26,251
2016,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373
2004,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,M5,X,16.9,11.0,14.2,20,327
2012,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,5.7,4.8,5.3,53,122
2002,AUDI,A6,MID-SIZE,3.0,6,AV,Z,12.6,8.5,10.8,26,248
2003,TOYOTA,CAMRY,MID-SIZE,2.4,4,M5,X,9.8,6.5,8.3,34,191
2001,LEXUS,ES 300,COMPACT,3.0,6,A4,X,12.3,8.2,10.5,27,242
2016,FORD,FOCUS,COMPACT,1.0,3,M6,X,7.8,5.7,6.8,42,160
2011,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4,AV,X,8.9,6.7,7.9,36,182
2006,PONTIAC,TORRENT AWD,SUV,3.4,6,A5,X,13.1,9.0,11.2,25,258
2004,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.2,12.4,15.6,18,359
2007,BMW,328i CABRIOLET,SUBCOMPACT,3.0,6,A6,Z,11.5,7.3,9.9,29,228
2018,Cadillac,CT6 AWD,Full-size,3.0,6,AS8,Z,13.0,9.1,11.2,25,263
2017,MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.9,7.7,8.9,32,206
2020,Mercedes-Benz,AMG C 43 4MATIC,Compact,3.0,6,A9,Z,12.4,8.7,10.7,26,253
2004,FORD,MUSTANG,SUBCOMPACT,3.8,6,M5,X,11.8,7.4,9.8,29,225
2018,Ford,Taurus FFV,Full-size,3.5,6,AS6,X,13.1,8.7,11.1,25,260
2016,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.1,8.5,10.5,27,246
2001,TOYOTA,AVALON,FULL-SIZE,3.0,6,A4,X,11.2,7.4,9.5,30,218
2005,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,M5,D,6.2,4.6,5.5,51,148
2000,BUICK,PARK AVENUE #,FULL-SIZE,3.8,6,A4,Z,13.5,8.0,11.0,26,253
2017,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176
2020,Lexus,UX 200,Mid-size,2.0,4,AS10,X,8.0,6.3,7.2,39,168
2011,SUZUKI,SX4 SEDAN JA,COMPACT,2.0,4,AV,X,8.0,6.1,7.2,39,166
2016,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.5,10.8,26,253
2013,GMC,YUKON DENALI HYBRID 4WD,SUV - STANDARD,6.0,8,AV,X,10.4,8.5,9.5,30,218
2010,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,X,14.9,10.2,12.8,22,294
2015,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.7,13.0,22,299
2018,Ford,F-150 4X4 (LT Tire Pkg),Pickup truck: Standard,3.3,6,AS6,X,13.8,10.7,12.4,23,291
2017,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317
2022,Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2.0,4,A9,Z,12.1,8.9,10.7,26,250
2018,BMW,X3 M40i,SUV: Small,3.0,6,AS8,Z,11.7,8.6,10.3,27,241
2021,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3.0,6,A9,Z,11.3,9.0,10.3,27,242
2007,TOYOTA,CAMRY SOLARA CONVERTIBLE,COMPACT,3.3,6,AS5,X,11.6,7.6,9.8,29,225
2015,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,6.9,7.5,38,172
2015,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,223
2017,AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,8.0,9.7,29,226
2010,KIA,FORTE,COMPACT,2.0,4,M5,X,8.3,5.8,7.2,39,166
2012,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,A7,Z,9.0,6.0,7.7,37,177
2000,CHEVROLET,CORVETTE,SUBCOMPACT,5.7,8,A4,Z,13.9,9.1,11.7,24,269
2022,Chevrolet,Silverado,Pickup truck: Standard,3.0,6,A10,D,10.2,7.5,8.9,32,240
2020,Cadillac,CT4 AWD,Compact,2.0,4,AS8,Z,10.4,7.4,9.1,31,213
2012,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,7.7,6.1,7.0,40,161
2001,NISSAN,PATHFINDER 4X4,SUV,3.5,6,A4,X,15.6,11.9,13.9,20,320
2016,BMW,M235i,SUBCOMPACT,3.0,6,M6,Z,11.9,8.6,10.4,27,245
2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,15.1,8.7,12.2,23,195
2016,VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS6,X,8.5,6.0,7.3,39,173
2005,FORD,ESCAPE 4X4,SUV,2.3,4,A4,X,12.7,9.9,11.4,25,262
2009,CHEVROLET,TRAILBLAZER AWD,SUV,6.0,8,A4,Z,18.1,12.9,15.8,18,363
2012,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,A7,Z,12.0,7.5,10.0,28,230
2013,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,13.2,8.6,11.1,25,255
2011,LEXUS,IS 250C,SUBCOMPACT,2.5,6,AS6,Z,9.5,6.4,8.1,35,186
2007,PORSCHE,CARRERA 4 COUPE,MINICOMPACT,3.6,6,AS6,Z,12.4,8.4,10.6,27,244
2005,MAZDA,TRIBUTE,SUV,3.0,6,A4,X,12.0,8.8,10.5,27,242
2003,MAZDA,TRIBUTE,SUV,3.0,6,A4,X,12.3,8.6,10.6,27,244
2005,NISSAN,ALTIMA,MID-SIZE,2.5,4,A4,X,10.0,7.3,8.8,32,202
2022,Hyundai,Tucson Hybrid,SUV: Small,1.6,4,AM6,X,6.3,6.6,6.4,44,152
2012,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,E,17.4,11.0,14.5,19,232
2013,INFINITI,G37 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,12.9,8.4,10.9,26,251
2016,VOLVO,S80 T5,MID-SIZE,2.0,4,AS8,X,9.6,6.7,8.3,34,193
2009,CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,E,22.1,16.2,19.5,14,312
2011,MERCEDES-BENZ,S 63 AMG,FULL-SIZE,5.5,8,AS7,Z,14.0,9.2,11.8,24,271
2008,LAMBORGHINI,GALLARDO,TWO-SEATER,5.0,10,M6,Z,20.4,12.1,16.7,17,384
2010,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,A7,Z,11.6,8.0,10.0,28,230
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.3,9.0,11.4,25,262
2000,TOYOTA,4RUNNER 4X4,SUV,2.7,4,A4,X,12.6,10.0,11.4,25,262
2003,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS5,Z,11.0,7.1,9.2,31,212
2011,DODGE,AVENGER FFV,MID-SIZE,3.6,6,AS6,E,15.3,9.5,12.7,22,203
2007,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,A4,X,9.0,6.5,7.8,36,179
2003,KIA,RIO,COMPACT,1.6,4,A4,X,9.3,6.7,8.1,35,186
2017,BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320
2006,MERCEDES-BENZ,SLK 350 #,TWO-SEATER,3.5,6,M6,Z,12.9,8.5,10.9,26,251
2020,Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4.0,6,AS5,X,14.8,12.5,13.8,20,321
2008,SUBARU,OUTBACK WAGON,SUV,2.5,4,M5,X,10.7,7.7,9.4,30,216
2008,CHEVROLET,EXPRESS PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,16.8,12.5,14.8,19,340
2021,Subaru,Crosstrek AWD,SUV: Small,2.0,4,M6,X,10.5,8.1,9.4,30,220
2001,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,M5,X,14.3,11.5,13.0,22,299
2014,ACURA,ILX,COMPACT,2.0,4,AS5,Z,8.6,5.6,7.2,39,166
2004,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,AS4,X,11.6,8.1,10.0,28,230
2015,CHEVROLET,CRUZE,MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36,179
2009,BMW,X6 xDRIVE 50i,SUV,4.4,8,A6,Z,17.1,11.0,14.3,20,329
2009,DODGE,CHARGER AWD,FULL-SIZE,3.5,6,AS5,X,12.6,8.6,10.8,26,248
2010,NISSAN,VERSA,MID-SIZE,1.8,4,M6,X,7.9,6.3,7.2,39,166
2012,LEXUS,IS 350,SUBCOMPACT,3.5,6,AS6,Z,10.7,7.3,9.2,31,212
2004,JAGUAR,S-TYPE,MID-SIZE,3.0,6,M5,Z,13.1,8.3,10.9,26,251
2009,CHEVROLET,EXPRESS CARGO AWD,VAN - CARGO,5.3,8,A4,X,15.6,11.8,13.9,20,320
2003,CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,A4,X,15.6,10.4,13.3,21,306
2013,MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS7,Z,10.6,7.2,9.1,31,209
2018,Cadillac,XTS,Full-size,3.6,6,AS6,X,13.2,8.5,11.1,25,260
2022,Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9.0,7.2,8.2,34,192
2021,Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,AM8,Z,12.9,10.2,11.7,24,273
2003,HONDA,ELEMENT,SUV,2.4,4,M5,X,11.0,8.5,9.9,29,228
2020,Ford,Mustang Convertible,Subcompact,5.0,8,AS10,X,15.4,9.7,12.9,22,303
2015,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4,AM6,D,7.6,5.5,6.5,43,177
2011,CHEVROLET,EQUINOX AWD,SUV,2.4,4,A6,X,10.1,6.9,8.7,32,200
2003,BENTLEY,ARNAGE LWB TURBO,FULL-SIZE,6.7,8,A4,Z,23.0,14.8,19.3,15,444
2005,CHEVROLET,COBALT #,SUBCOMPACT,2.0,4,M5,Z,10.2,7.4,9.0,31,207
2014,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,8.3,5.5,7.1,40,163
2021,Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2.0,4,AM8,Z,9.8,7.2,8.7,32,203
2019,BMW,M5,Mid-size,4.4,8,AS8,Z,16.0,11.2,13.9,20,324
2022,Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,38,174
2012,BMW,Z4 sDRIVE28i,TWO-SEATER,2.0,4,A8,Z,8.2,5.3,6.9,41,159
2002,AUDI,A8L QUATTRO,FULL-SIZE,4.2,8,AS5,Z,13.8,8.7,11.5,25,264
2011,PORSCHE,BOXSTER,TWO-SEATER,2.9,6,AS7,Z,10.2,6.7,8.6,33,198
2002,CHEVROLET,IMPALA,FULL-SIZE,3.8,6,A4,X,12.6,7.9,10.5,27,242
2009,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.8,6,AS5,Z,13.0,8.3,10.9,26,251
2011,LEXUS,IS F,SUBCOMPACT,5.0,8,AS8,Z,13.0,8.5,11.0,26,253
2019,Lincoln,Nautilus,SUV: Small,2.0,4,AS8,X,12.0,9.6,10.7,26,250
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347
2021,Audi,TT Coupe 45 TFSI quattro,Subcompact,2.0,4,AM7,X,10.4,7.8,9.2,31,216
2007,PORSCHE,911 GT3 RS,MINICOMPACT,3.6,6,M6,Z,13.6,8.8,11.7,24,269
2011,KIA,RONDO,STATION WAGON - MID-SIZE,2.4,4,AS4,X,10.6,7.5,9.2,31,212
2022,Cadillac,XT5 AWD,SUV: Small,3.6,6,AS9,X,12.9,9.2,11.2,25,263
2020,MINI,Cooper S 5 Door,Subcompact,2.0,4,AM7,Z,8.9,6.6,7.9,36,184
2013,BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,12.4,8.5,10.6,27,244
2019,Nissan,Kicks,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,39,169
2005,SUBARU,FORESTER AWD,SUV,2.5,4,M5,X,10.4,7.3,9.0,31,207
2019,Mercedes-Benz,AMG S 63 4MATIC+,Full-size,4.0,8,A9,Z,14.1,8.9,11.8,24,275
2011,FORD,MUSTANG CONV,SUBCOMPACT,3.7,6,A6,X,11.9,7.8,10.1,28,232
2009,BMW,650i CABRIOLET,SUBCOMPACT,4.8,8,A6,Z,14.0,8.7,11.6,24,267
2018,Subaru,WRX STI AWD,Compact,2.5,4,M6,Z,14.1,10.5,12.5,23,291
2003,FORD,E250 VAN,VAN - CARGO,4.6,8,A4,X,16.8,12.6,14.9,19,343
2017,MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225
2006,BMW,760i,FULL-SIZE,6.0,12,A6,Z,15.8,9.5,13.0,22,299
2013,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,16.3,17,261
2000,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,A4,D,6.9,4.8,6.0,47,162
2007,MERCEDES-BENZ,GL 450,SUV,4.6,8,A7,Z,16.3,11.7,14.2,20,327
2003,FORD,E150 VAN,VAN - CARGO,5.4,8,A4,X,18.4,14.9,16.8,17,386
2009,CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - SMALL,3.7,5,A4,X,13.4,9.4,11.6,24,267
2014,SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,8.3,5.8,7.2,39,166
2018,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.4,8.4,11.7,24,274
2006,CHEVROLET,OPTRA WAGON,STATION WAGON - SMALL,2.0,4,M5,X,10.4,7.1,8.9,32,205
2008,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.1,5.3,6.3,45,145
2016,HONDA,HR-V,SUV - SMALL,1.8,4,AV,X,8.3,6.7,7.6,37,177
2020,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.0,6.2,7.2,39,167
2008,CHRYSLER,PT TURBO CONVERTIBLE,COMPACT,2.4,4,A4,X,11.4,8.1,9.9,29,228
2009,FORD,ESCAPE,SUV,3.0,6,A6,X,11.5,7.7,9.8,29,225
2011,ASTON MARTIN,DBS,MINICOMPACT,5.9,12,M6,Z,19.1,12.1,15.9,18,366
2007,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,14.2,10.6,12.6,22,290
2003,DODGE,GRAND CARAVAN C/V,MINIVAN,3.3,6,A4,X,12.0,8.2,10.3,27,237
2018,Porsche,911 Turbo S Cabriolet,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,25,267
2013,BUICK,REGAL,MID-SIZE,2.0,4,AS6,E,16.3,10.0,13.5,21,216
2001,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.3,10.9,13.9,20,320
2007,SATURN,VUE AWD,SUV,3.5,6,A5,X,12.6,8.4,10.7,26,246
2009,BMW,335d SEDAN,COMPACT,3.0,6,A6,D,9.0,5.4,7.4,38,200
2020,Chevrolet,Impala,Full-size,3.6,6,AS6,E,17.2,11.6,14.7,19,246
2022,Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,34,195
2022,Porsche,718 Cayman T,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,27,245
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,19.5,12.5,16.3,17,261
2009,CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,20.4,14.6,17.8,16,285
2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,13.6,9.6,11.8,24,271
2008,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.1,10.6,13.0,22,299
2021,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,17.2,12.0,14.8,19,349
2021,Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4,AV,X,5.3,5.7,5.5,51,129
2011,FORD,FUSION,MID-SIZE,2.5,4,A6,X,9.0,6.0,7.6,37,175
2012,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,13.5,8.7,11.3,25,260
2020,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,Z,16.5,10.9,13.9,20,327
2016,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313
2004,NISSAN,SENTRA,COMPACT,2.5,4,A4,X,10.2,7.7,9.1,31,209
2022,Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,29,232
2011,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.8,10.3,12.8,22,294
2007,MERCEDES-BENZ,S 600V,FULL-SIZE,6.0,12,A5,Z,18.4,11.3,15.2,19,350
2017,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.1,7.8,9.6,29,225
2013,DODGE,DART,MID-SIZE,2.4,4,M6,X,8.9,5.9,7.5,38,172
2002,MERCEDES-BENZ,S 500,FULL-SIZE,5.0,8,A5,Z,14.6,9.4,12.3,23,283
2014,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,19.3,12.2,16.1,18,370
2013,GMC,YUKON HYBRID 4WD,SUV - STANDARD,6.0,8,AV,X,10.4,8.5,9.5,30,218
2007,BMW,M6 COUPE,SUBCOMPACT,5.0,10,M6,Z,19.9,11.9,16.3,17,375
2013,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,12.7,8.4,10.8,26,248
2002,JAGUAR,XKR CONVERTIBLE #,MINICOMPACT,4.0,8,A5,Z,14.6,9.9,12.5,23,288
2021,Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8.8,7.0,8.0,35,188
2000,JEEP,CHEROKEE 4X4,SUV,4.0,6,M5,X,13.8,10.0,12.1,23,278
2008,PONTIAC,MONTANA SV6,MINIVAN,3.9,6,A4,X,13.1,8.5,11.1,25,255
2016,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.3,9.2,10.9,26,256
2007,FORD,EXPLORER SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.6,8,A6,X,16.8,11.0,14.2,20,327
2006,JEEP,TJ UNLIMITED 4X4,SUV,4.0,6,A4,X,16.5,12.2,14.6,19,336
2001,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,11.8,7.6,9.9,29,228
2007,GMC,SAVANA CARGO AWD FFV,VAN - CARGO,5.3,8,A4,E,21.4,15.8,18.9,15,302
2004,BMW,645Ci CONVERTIBLE,SUBCOMPACT,4.4,8,M6,Z,15.7,9.4,12.9,22,297
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,SUV: Standard,3.0,6,A9,Z,14.1,10.9,12.6,22,297
2011,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,12.3,7.8,10.3,27,237
2002,CADILLAC,ELDORADO,MID-SIZE,4.6,8,A4,X,13.4,8.0,11.0,26,253
2015,FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,10.8,7.5,9.3,30,214
2017,BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Z,12.7,9.1,11.1,25,260
2017,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14.0,20,329
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,12.1,23,278
2009,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2018,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.3,6.9,7.7,37,180
2009,GMC,SAVANA PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,X,16.2,11.7,14.2,20,327
2005,GMC,K1500 YUKON AWD,SUV,5.3,8,A4,X,17.0,13.1,15.2,19,350
2008,MERCEDES-BENZ,R 550 4MATIC,SUV,5.5,8,A7,Z,16.1,11.1,13.9,20,320
2006,DODGE,DURANGO 4X4 FFV,SUV,4.7,8,A5,X,19.4,13.5,16.7,17,384
2019,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22.0,16.1,19.4,15,323
2005,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,1.8,4,AS5,Z,11.7,7.5,9.8,29,225
2013,LEXUS,IS 350C,SUBCOMPACT,3.5,6,AS6,Z,10.7,7.3,9.2,31,212
2018,Subaru,Forester AWD,SUV: Small,2.5,4,M6,X,10.9,8.3,9.7,29,228
2018,Toyota,Highlander AWD LE,SUV: Standard,3.5,6,AS8,X,11.7,8.8,10.4,27,242
2018,MINI,Cooper S 3 Door,Subcompact,2.0,4,M6,Z,10.3,7.4,9.0,31,210
2006,CADILLAC,CTS,MID-SIZE,3.6,6,M6,X,14.1,8.2,11.4,25,262
2000,FORD,EXPLORER SOHC 4X4,SUV,4.0,6,A5,X,15.0,10.8,13.1,22,301
2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,23,285
2010,BMW,X6 xDRIVE50i,SUV,4.4,8,A6,Z,17.1,11.0,14.3,20,329
2012,MERCEDES-BENZ,E 63 AMG,MID-SIZE,5.5,8,AS7,Z,13.6,8.8,11.4,25,262
2011,GMC,YUKON XL 4WD,SUV,5.3,8,A6,X,14.4,9.5,12.2,23,281
2021,Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,34,195
2003,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,A4,X,14.4,11.2,13.0,22,299
2000,VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,M5,Z,11.1,7.5,9.5,30,218
2019,Cadillac,XT5,SUV: Small,3.6,6,AS8,X,12.1,8.9,10.6,27,250
2006,CHEVROLET,IMPALA,FULL-SIZE,3.9,6,A4,X,12.1,7.9,10.2,28,235
2019,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13.0,22,304
2015,MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,9.9,7.6,8.8,32,202
2015,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7.0,8.2,34,189
2020,FIAT,500L,Station wagon: Small,1.4,4,A6,X,10.7,7.9,9.4,30,221
2004,BMW,545i,MID-SIZE,4.4,8,A6,Z,13.0,8.2,10.8,26,248
2012,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,11.8,7.9,10.0,28,230
2008,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,13.5,10.1,12.0,24,276
2006,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,X,13.1,8.8,11.1,25,255
2012,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,A7,Z,9.7,6.4,8.2,34,189
2003,KIA,SPECTRA,COMPACT,1.8,4,M5,X,10.0,6.8,8.6,33,198
2006,NISSAN,XTERRA 4X4,SUV,4.0,6,A5,X,15.0,10.4,13.0,22,299
2008,KIA,SORENTO 4X4,SUV,3.8,6,A5,X,14.0,9.8,12.1,23,278
2004,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,4.0,8,M6,Z,14.0,8.9,11.7,24,269
2006,MERCEDES-BENZ,S 65 AMG TURBO,FULL-SIZE,6.0,12,AS5,Z,18.5,11.1,15.2,19,350
2009,CHEVROLET,SUBURBAN FFV,SUV,5.3,8,A6,E,20.6,13.3,17.3,16,277
2012,CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,16.5,12.1,14.5,19,334
2015,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.1,5.9,7.1,40,163
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296
2006,PONTIAC,G6 CONVERTIBLE,COMPACT,3.5,6,AS4,X,12.6,8.1,10.6,27,244
2015,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.3,6.3,8.0,35,184
2016,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.1,7.7,7.4,38,172
2005,JAGUAR,S-TYPE,MID-SIZE,3.0,6,A6,Z,12.9,8.3,10.8,26,248
2002,FORD,E250 VAN,VAN - CARGO,5.4,8,A4,X,18.1,13.1,15.8,18,363
2003,VOLKSWAGEN,JETTA,COMPACT,2.8,6,AS5,Z,11.1,7.0,9.3,30,214
2012,CHEVROLET,SONIC 5,SUBCOMPACT,1.4,4,M6,X,7.3,5.1,6.3,45,145
2019,Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,AM7,Z,10.8,8.4,9.7,29,228
2015,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,11.6,13.4,21,308
2020,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2.0,4,A9,X,11.5,8.6,10.2,28,240
2006,CHRYSLER,PT TURBO,SUV,2.4,4,A4,X,11.4,8.1,9.9,29,228
2017,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,M6,Z,9.6,7.0,8.4,34,197
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,15.8,10.8,13.6,21,313
2009,VOLVO,C30 T5 TURBO,COMPACT,2.5,5,AS5,X,10.7,7.0,9.1,31,209
2018,Porsche,Cayman,Two-seater,2.0,4,AM7,Z,10.5,8.0,9.4,30,219
2017,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.1,9.7,12.1,23,285
2017,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186
2015,TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9.0,10.9,26,251
2009,CHRYSLER,300,FULL-SIZE,3.5,6,A4,X,12.2,8.1,10.3,27,237
2017,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,12.9,8.4,10.9,26,254
2012,TOYOTA,HIGHLANDER,SUV,2.7,4,AS6,X,10.4,7.3,9.0,31,207
2022,Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,X,9.5,8.3,9.0,31,210
